id,title,genre,poster,imdbrating,year
1084,Bloody Sunday,Drama,BloodySunday.jpg,7.6,2002
1085,Bowling for Columbine,Documentary,BowlingforColumbine.jpg,7.9,2002
1086,Bubba Ho-tep,Comedy Horror,BubbaHo-tep.jpg,7,2002
1087,Cabin Fever,Horror Thriller,CabinFever.jpg,5.7,2002
1088,Catch Me If You Can,Crime Drama,CatchMeIfYouCan.jpg,8.1,2002
1089,Changing Lanes,Drama Thriller,ChangingLanes.jpg,6.4,2002
1090,Chicago,Comedy Crime Musical,Chicago.jpg,7.1,2002
1091,City of God,Action Adventure Crime,CityofGod.jpg,8.6,2002
1092,Collateral Damage,Action Thriller,CollateralDamage.jpg,5.5,2002
1093,Confessions of a Dangerous Mind,Comedy Crime,ConfessionsofaDangerousMind.jpg,7,2002
1094,Death to Smoochy,Comedy Crime,DeathtoSmoochy.jpg,6.4,2002
1095,Die Another Day,Action Thriller,DieAnotherDay.jpg,6.1,2002
1096,Dirty Pretty Things,Crime,DirtyPrettyThings.jpg,7.3,2002
1097,Drumline,Comedy Musical Romance,Drumline.jpg,5.8,2002
1098,Eight Legged Freaks,Action Comedy Horror,EightLeggedFreaks.jpg,5.4,2002
1099,Equilibrium,Action Sci-Fi,Equilibrium.jpg,7.4,2002
1100,Far from Heaven,Drama Romance,FarfromHeaven.jpg,7.3,2002
1101,Frida,Drama Romance,Frida.jpg,7.4,2002
1102,Friday After Next,Comedy,FridayAfterNext.jpg,5.8,2002
1103,Gangs of New York,Crime Drama,GangsofNewYork.jpg,7.5,2002
1104,Harry Potter and the Chamber of Secrets,Adventure Fantasy,HarryPotterandtheChamberofSecrets.jpg,7.4,2002
1105,Hart's War,War,Hart'sWar.jpg,6.3,2002
1106,Hero,Action Adventure,Hero.jpg,7.9,2002
1107,I Spy,Action Comedy Crime,ISpy.jpg,5.4,2002
1108,Ice Age,Animation Children Comedy,IceAge.jpg,7.5,2002
1109,Igby Goes Down,Comedy,IgbyGoesDown.jpg,6.9,2002
1110,In America,Drama Romance,InAmerica.jpg,7.7,2002
1111,Infernal Affairs,Crime,InfernalAffairs.jpg,8,2002
1112,Insomnia,Action Crime Thriller,Insomnia.jpg,7.2,2002
1113,Irreversible,Crime Thriller,Irreversible.jpg,7.4,2002
1114,Jackass The Movie,Action Comedy Documentary,JackassTheMovie.jpg,6.6,2002
1115,John Q,Crime,JohnQ.jpg,7.1,2002
1116,K-19 The Widowmaker,Action Thriller,K-19TheWidowmaker.jpg,6.7,2002
1117,Kung Pow Enter the Fist,Action Comedy,KungPowEntertheFist.jpg,6.2,2002
1118,Lilo & Stitch,Animation Children Sci-Fi,Lilo&Stitch.jpg,7.2,2002
1119,Lost in La Mancha,Documentary,LostinLaMancha.jpg,7.3,2002
1120,Maid in Manhattan,Comedy,MaidinManhattan.jpg,5.3,2002
1121,Men in Black II,Action Comedy Sci-Fi,MeninBlackII.jpg,6.2,2002
1122,Minority Report,Action Crime Mystery Sci-Fi Thriller,MinorityReport.jpg,7.6,2002
1123,Mr. Deeds,Comedy,Mr.Deeds.jpg,5.8,2002
1124,Murder by Numbers,Crime Thriller,MurderbyNumbers.jpg,6.2,2002
1125,My Big Fat Greek Wedding,Comedy,MyBigFatGreekWedding.jpg,6.5,2002
1126,Narc,Crime,Narc.jpg,7.1,2002
1127,National Lampoon's Van Wilder,Comedy,NationalLampoon'sVanWilder.jpg,6.4,2002
1128,One Hour Photo,Drama Thriller,OneHourPhoto.jpg,6.8,2002
1129,Panic Room,Thriller,PanicRoom.jpg,6.8,2002
1130,Phone Booth,Drama Thriller,PhoneBooth.jpg,7,2002
1131,Pumpkin,Comedy,Pumpkin.jpg,6.1,2002
1132,Punch-Drunk Love,Comedy,Punch-DrunkLove.jpg,7.3,2002
1133,Queen of the Damned,Fantasy Horror,QueenoftheDamned.jpg,5.3,2002
1134,Rabbit-Proof Fence,Adventure Drama,Rabbit-ProofFence.jpg,7.4,2002
1135,Red Dragon,Crime Mystery Thriller,RedDragon.jpg,7.2,2002
1136,Reign of Fire,Action Adventure Fantasy,ReignofFire.jpg,6.2,2002
1137,Resident Evil,Sci-Fi Thriller,ResidentEvil.jpg,6.7,2002
1138,Road to Perdition,Crime Drama,RoadtoPerdition.jpg,7.7,2002
1139,Roger Dodger,Comedy,RogerDodger.jpg,6.9,2002
1140,Scooby-Doo,Adventure Comedy Mystery,Scooby-Doo.jpg,4.4,2002
1141,Secretary,Comedy,Secretary.jpg,6.9,2002
1142,Signs,Drama Sci-Fi Thriller,Signs.jpg,6.4,2002
1143,Slackers,Comedy,Slackers.jpg,4.8,2002
1144,Snow Dogs,Adventure Comedy Family Sport,SnowDogs.jpg,4.6,2002
1145,Spider-Man,Action Romance,Spider-Man.jpg,7.1,2002
1146,Star Trek Nemesis,Sci-Fi,StarTrekNemesis.jpg,6,2002
1147,Star Wars Episode II - Attack of the Clones,Action Sci-Fi,StarWarsEpisodeII-AttackoftheClones.jpg,6.4,2002
1148,Stealing Harvard,Comedy Crime,StealingHarvard.jpg,4.6,2002
1149,Stuart Little 2,Animation Fantasy,StuartLittle2.jpg,4.8,2002
1150,Sweet Home Alabama,Comedy,SweetHomeAlabama.jpg,5.7,2002
1151,Swept Away,Comedy,SweptAway.jpg,2.8,2002
1152,The Bourne Identity,Action Mystery Thriller,TheBourneIdentity.jpg,7.8,2002
1153,The Count of Monte Cristo,Action Adventure Romance Thriller,TheCountofMonteCristo.jpg,7.5,2002
1154,The Dangerous Lives of Altar Boys,Comedy,TheDangerousLivesofAltarBoys.jpg,6.9,2002
1155,The Good Girl,Drama Romance,TheGoodGirl.jpg,6.2,2002
1156,The Hours,Drama Romance,TheHours.jpg,7.3,2002
1157,The Importance of Being Earnest,Comedy,TheImportanceofBeingEarnest.jpg,6.6,2002
1158,The Lord of the Rings The Two Towers,Action Adventure Fantasy,TheLordoftheRingsTheTwoTowers.jpg,8.7,2002
1159,The Master of Disguise,Comedy Family,TheMasterofDisguise.jpg,2.6,2002
1160,The Mothman Prophecies,Drama Horror Mystery Thriller,TheMothmanProphecies.jpg,6.2,2002
1161,The New Guy,Comedy,TheNewGuy.jpg,5.5,2002
1162,The Pianist,Biography War,ThePianist.jpg,8.4,2002
1163,The Quiet American,Drama Mystery Romance Thriller War,TheQuietAmerican.jpg,6.9,2002
1164,The Rookie,Drama Family Sport,TheRookie.jpg,6.6,2002
1165,The Rules of Attraction,Comedy,TheRulesofAttraction.jpg,6.4,2002
1166,The Salton Sea,Crime,TheSaltonSea.jpg,6.9,2002
1167,The Santa Clause 2,Comedy Family Fantasy,TheSantaClause2.jpg,5.1,2002
1168,The Scorpion King,Action Thriller,TheScorpionKing.jpg,5.1,2002
1169,The Sum of All Fears,Action Drama Thriller,TheSumofAllFears.jpg,6,2002
1170,The Sweetest Thing,Comedy,TheSweetestThing.jpg,4.6,2002
1171,The Time Machine,Sci-Fi,TheTimeMachine.jpg,5.5,2002
1172,The Transporter,Action,TheTransporter.jpg,6.4,2002
1173,The Tuxedo,Action,TheTuxedo.jpg,4.8,2002
1174,Treasure Planet,Animation,TreasurePlanet.jpg,6.9,2002
1175,Two Weeks Notice,Comedy,TwoWeeksNotice.jpg,5.7,2002
1176,Undercover Brother,Action Comedy,UndercoverBrother.jpg,5.3,2002
1177,Unfaithful,Drama Thriller,Unfaithful.jpg,6.4,2002
1178,We Were Soldiers,War,WeWereSoldiers.jpg,6.9,2002
1179,Whale Rider,Drama Family,WhaleRider.jpg,7.3,2002
1180,Windtalkers,War,Windtalkers.jpg,5.5,2002
1181,xXx,Action,xXx.jpg,5.3,2002
1182,15 Minutes,Thriller,15Minutes.jpg,6.1,2001
1183,3000 Miles to Graceland,Action Thriller,3000MilestoGraceland.jpg,6,2001
1184,A Beautiful Mind,Drama Romance,BeautifulMindA.jpg,8.2,2001
1185,A Knight's Tale,Action Comedy,Knight'sTaleA.jpg,6.9,2001
1186,A.I. Artificial Intelligence,Sci-Fi,A.I.ArtificialIntelligence.jpg,7.2,2001
1187,Along Came a Spider,Action Crime Mystery Thriller,AlongCameaSpider.jpg,6.4,2001
1188,Amelie,Comedy,Amelie.jpg,8.3,2001
1189,American Pie 2,Comedy,AmericanPie2.jpg,6.4,2001
1190,America's Sweethearts,Comedy,America'sSweethearts.jpg,5.7,2001
1191,And Your Mother Too,Drama Romance,AndYourMotherToo.jpg,7.6,2001
1192,Antitrust,Crime,Antitrust.jpg,6.1,2001
1193,Atlantis The Lost Empire,Animation Children Fantasy,AtlantisTheLostEmpire.jpg,6.9,2001
1194,Bad Girls,Western,BadGirls.jpg,5.7,2001
1195,Bandits,Comedy Crime Romance,Bandits.jpg,6.5,2001
1196,Behind Enemy Lines,War,BehindEnemyLines.jpg,6.4,2001
1197,Birthday Girl,Drama Romance,BirthdayGirl.jpg,6.1,2001
1198,Black Hawk Down,War,BlackHawkDown.jpg,7.7,2001
1199,Black Knight,Adventure Comedy Fantasy,BlackKnight.jpg,4.9,2001
1200,Blow,Crime Drama,Blow.jpg,7.6,2001
1201,Bridget Jones's Diary,Comedy,BridgetJones'sDiary.jpg,6.7,2001
1202,Brotherhood of the Wolf,Action Mystery Thriller,BrotherhoodoftheWolf.jpg,7,2001
1203,Bubble Boy,Comedy,BubbleBoy.jpg,5.6,2001
1204,Bully,Crime,Bully.jpg,6.9,2001
1205,Cats & Dogs,Children Comedy,Cats&Dogs.jpg,5.1,2001
1206,Cowboy Bebop The Movie,Animation Sci-Fi Thriller,CowboyBebopTheMovie.jpg,7.9,2001
1207,Crocodile Dundee in Los Angeles,Comedy,CrocodileDundeeinLosAngeles.jpg,4.8,2001
1208,Das Experiment,Drama Thriller,DasExperiment.jpg,7.7,2001
1209,Dogtown and Z-Boyz,Documentary,DogtownandZ-Boyz.jpg,7.7,2001
1210,Donnie Darko,Drama Mystery Sci-Fi Thriller,DonnieDarko.jpg,8,2001
1211,Don't Say a Word,Thriller,Don'tSayaWord.jpg,6.3,2001
1212,Down to Earth,Comedy Fantasy Romance,DowntoEarth.jpg,5.5,2001
1213,Dr. Dolittle 2,Comedy,Dr.Dolittle2.jpg,4.7,2001
1214,Enemy at the Gates,War,EnemyattheGates.jpg,7.6,2001
1215,Evolution,Comedy Sci-Fi,Evolution.jpg,6.1,2001
1216,Fast & Furious,Action Crime,Fast&Furious.jpg,6.8,2001
1217,Final Fantasy The Spirits Within,Animation Fantasy Sci-Fi,FinalFantasyTheSpiritsWithin.jpg,6.4,2001
1218,Frailty,Crime,Frailty.jpg,7.2,2001
1219,Freddy Got Fingered,Comedy,FreddyGotFingered.jpg,4.6,2001
1220,From Hell,Horror Mystery Thriller,FromHell.jpg,6.8,2001
1221,Ghost World,Comedy,GhostWorld.jpg,7.3,2001
1222,Ghosts of Mars,Horror,GhostsofMars.jpg,4.9,2001
1223,Gosford Park,Comedy Mystery,GosfordPark.jpg,7.2,2001
1224,Harry Potter and the Sorcerer's Stone,Adventure Children Fantasy,HarryPotterandtheSorcerer'sStone.jpg,7.6,2001
1225,Heartbreakers,Comedy Crime Romance,Heartbreakers.jpg,6.2,2001
1226,Hearts in Atlantis,Drama,HeartsinAtlantis.jpg,6.9,2001
1227,Hedwig and the Angry Inch,Comedy Musical,HedwigandtheAngryInch.jpg,7.7,2001
1228,How High,Comedy,HowHigh.jpg,6.3,2001
1229,Human Nature,Comedy,HumanNature.jpg,6.4,2001
1230,I Am Sam,Drama,IAmSam.jpg,7.7,2001
1231,Ichi the Killer,Comedy Horror Thriller,IchitheKiller.jpg,7,2001
1232,In the Bedroom,Drama,IntheBedroom.jpg,7.4,2001
1233,Jason X,Horror,JasonX.jpg,4.4,2001
1234,Jay and Silent Bob Strike Back,Adventure Comedy,JayandSilentBobStrikeBack.jpg,6.8,2001
1235,Jeepers Creepers,Horror,JeepersCreepers.jpg,6.2,2001
1236,Jimmy Neutron Boy Genius,Animation Children Comedy,JimmyNeutronBoyGenius.jpg,6,2001
1237,Joe Dirt,Adventure Comedy Mystery Romance,JoeDirt.jpg,6,2001
1238,Josie and the Pussycats,Comedy,JosieandthePussycats.jpg,5.4,2001
1239,Joy Ride,Adventure Thriller,JoyRide.jpg,6.6,2001
1240,Jurassic Park III,Action Thriller,JurassicParkIII.jpg,5.9,2001
1241,Kate & Leopold,Comedy,Kate&Leopold.jpg,6.4,2001
1242,Kiss of the Dragon,Action,KissoftheDragon.jpg,6.6,2001
1243,Knockaround Guys,Comedy Crime,KnockaroundGuys.jpg,6.1,2001
1244,K-PAX,Drama Fantasy Mystery Sci-Fi,K-PAX.jpg,7.4,2001
1245,Lantana,Drama Mystery Thriller,Lantana.jpg,7.2,2001
1246,Lara Croft Tomb Raider,Action Adventure,LaraCroftTombRaider.jpg,5.8,2001
1247,Legally Blonde,Comedy,LegallyBlonde.jpg,6.3,2001
1248,Life as a House,Drama,LifeasaHouse.jpg,7.5,2001
1249,Lovely & Amazing,Comedy,Lovely&Amazing.jpg,6.7,2001
1250,Made,Comedy,Made.jpg,6.4,2001
1251,Millennium Actress,Animation,MillenniumActress.jpg,7.9,2001
1252,Monkeybone,Animation Comedy Fantasy,Monkeybone.jpg,4.7,2001
1253,Monsoon Wedding,Comedy,MonsoonWedding.jpg,7.3,2001
1254,Monster's Ball,Drama Romance,Monster'sBall.jpg,7,2001
1255,Moulin Rouge,Drama Musical Romance,MoulinRouge!.jpg,7.6,2001
1256,Mulholland Drive,Crime Drama Film-Noir Mystery Thriller,MulhollandDrive.jpg,8,2001
1257,Not Another Teen Movie,Comedy,NotAnotherTeenMovie.jpg,5.7,2001
1258,Ocean's Eleven,Crime Thriller,Ocean'sEleven.jpg,7.7,2001
1259,One Night at McCool's,Comedy,OneNightatMcCool's.jpg,6.1,2001
1260,Osmosis Jones,Animation Comedy Crime Romance Thriller,OsmosisJones.jpg,6.3,2001
1261,Othello,Drama,Othello.jpg,6.1,2001
1262,Out Cold,Comedy,OutCold.jpg,6.3,2001
1263,Pearl Harbor,Action Drama Romance War,PearlHarbor.jpg,6.2,2001
1264,Planet of the Apes,Action Sci-Fi,PlanetoftheApes.jpg,5.7,2001
1265,Rat Race,Comedy,RatRace.jpg,6.4,2001
1266,Riding in Cars with Boys,Comedy,RidinginCarswithBoys.jpg,6.5,2001
1267,Rush Hour 2,Action Thriller,RushHour2.jpg,6.2,2001
1268,Save the Last Dance,Drama Music Romance,SavetheLastDance.jpg,5.7,2001
1269,Saving Silverman,Comedy Crime Romance,SavingSilverman.jpg,5.5,2001
1270,Scary Movie 2,Comedy,ScaryMovie2.jpg,4.6,2001
1271,Serendipity,Comedy,Serendipity.jpg,6.6,2001
1272,Shallow Hal,Comedy Fantasy Romance,ShallowHal.jpg,5.5,2001
1273,Shaolin Soccer,Action Comedy Sport,ShaolinSoccer.jpg,7.1,2001
1274,Shrek,Animation Fantasy,Shrek.jpg,7.8,2001
1275,Someone Like You,Comedy,SomeoneLikeYou....jpg,5.7,2001
1276,Spirited Away,Animation Fantasy,SpiritedAway.jpg,8.4,2001
1277,Spy Game,Action,SpyGame.jpg,6.6,2001
1278,Spy Kids,Action Family Sci-Fi,SpyKids.jpg,4.8,2001
1279,Super Troopers,Comedy Crime Mystery,SuperTroopers.jpg,6.9,2001
1280,Sweet November,Drama Romance,SweetNovember.jpg,6.4,2001
1281,Swordfish,Action,Swordfish.jpg,6.2,2001
1282,The Animal,Comedy Sci-Fi,TheAnimal.jpg,4.2,2001
1283,The Believer,Drama,TheBeliever.jpg,6.9,2001
1284,The Fall,Adventure Drama Fantasy,FallThe.jpg,3.1,2001
1285,The Fast and the Furious,Action,TheFastandtheFurious.jpg,6.4,2001
1286,The Lord of the Rings The Fellowship of the Ring,Action Adventure Fantasy,TheLordoftheRingsTheFellowshipoftheRing.jpg,8.7,2001
1287,The Mexican,Adventure Comedy Crime Romance,TheMexican.jpg,5.7,2001
1288,The Mummy Returns,Action Comedy Thriller,MummyReturnsThe.jpg,6.3,2001
1289,The One,Sci-Fi,TheOne.jpg,5.5,2001
1290,The Others,Fantasy Horror Thriller,TheOthers.jpg,7.3,2001
1291,The Pledge,Crime,ThePledge.jpg,6.4,2001
1292,The Princess Diaries,Comedy Family Romance,ThePrincessDiaries.jpg,5.7,2001
1293,The Royal Tenenbaums,Comedy,TheRoyalTenenbaums.jpg,7.3,2001
1294,The Shipping News,Drama,TheShippingNews.jpg,6.4,2001
1295,The Tailor of Panama,Drama Thriller,TheTailorofPanama.jpg,5.7,2001
1296,The Wedding Planner,Comedy,TheWeddingPlanner.jpg,4.6,2001
1297,Tomcats,Comedy,Tomcats.jpg,4.8,2001
1298,Training Day,Crime,TrainingDay.jpg,7.5,2001
1299,Vanilla Sky,Fantasy Mystery Romance Sci-Fi Thriller,VanillaSky.jpg,6.6,2001
1300,Wasabi,Action Drama Thriller,Wasabi.jpg,6.2,2001
1301,Winged Migration,Documentary,WingedMigration.jpg,7.8,2001
1302,Zoolander,Comedy,Zoolander.jpg,6.2,2001
1303,102 Dalmatians,Children Comedy,102Dalmatians.jpg,4.9,2000
1304,28 Days,Drama,28Days.jpg,6,2000
1305,Almost Famous,Drama,AlmostFamous.jpg,7.9,2000
1306,American Psycho,Horror Mystery Thriller,AmericanPsycho.jpg,7.6,2000
1307,Amores Perros,Drama Thriller,AmoresPerros.jpg,8.1,2000
1308,Autumn in New York,Drama Romance,AutumninNewYork.jpg,5.7,2000
1309,Bamboozled,Comedy,Bamboozled.jpg,6.5,2000
1310,Battle Royale,Drama Horror Thriller,BattleRoyale.jpg,7.6,2000
1311,Battlefield Earth,Action Sci-Fi,BattlefieldEarth.jpg,2.5,2000
1312,Bedazzled,Comedy,Bedazzled.jpg,6,2000
1313,Before Night Falls,Drama,BeforeNightFalls.jpg,7.2,2000
1314,Best in Show,Comedy,BestinShow.jpg,7.4,2000
1315,Big Momma's House,Comedy,BigMomma'sHouse.jpg,5.2,2000
1316,Billy Elliot,Drama,BillyElliot.jpg,7.7,2000
1317,Boiler Room,Crime,BoilerRoom.jpg,7,2000
1318,Bring It On,Comedy,BringItOn.jpg,6,2000
1319,Cast Away,Drama,CastAway.jpg,7.8,2000
1320,Cecil B. DeMented,Comedy,CecilB.DeMented.jpg,6.3,2000
1321,Center Stage,Drama Musical,CenterStage.jpg,6.7,2000
1322,Chicken Run,Animation Children Comedy,ChickenRun.jpg,7,2000
1323,Chocolat,Drama Romance,Chocolat.jpg,7.2,2000
1324,Coyote Ugly,Comedy,CoyoteUgly.jpg,5.7,2000
1325,Crouching Tiger Hidden Dragon,Action Drama Romance,CrouchingTigerHiddenDragon.jpg,7.8,2000
1326,Dancer in the Dark,Drama Musical,DancerintheDark.jpg,8,2000
1327,Dinosaur,Animation Children,Dinosaur.jpg,6.5,2000
1328,Dracula 2000,Horror,Dracula2000.jpg,4.9,2000
1329,Dude Where's My Car,Comedy Sci-Fi,DudeWhere'sMyCar.jpg,5.5,2000
1330,Erin Brockovich,Drama,ErinBrockovich.jpg,7.3,2000
1331,Final Destination,Drama Thriller,FinalDestination.jpg,6.7,2000
1332,Finding Forrester,Drama,FindingForrester.jpg,7.3,2000
1333,For the Birds,Animation Children Comedy,FortheBirds.jpg,8,2000
1334,Frequency,Drama Thriller,Frequency.jpg,7.3,2000
1335,Get Carter,Action Crime,GetCarter.jpg,5.2,2000
1336,Ginger Snaps,Drama Horror Thriller,GingerSnaps.jpg,6.8,2000
1337,Girlfight,Drama,Girlfight.jpg,6.7,2000
1338,Gladiator,Action Adventure Drama,Gladiator.jpg,8.5,2000
1339,Gone in 60 Seconds,Action Crime,Gonein60Seconds.jpg,6.5,2000
1340,Gossip,Drama Thriller,Gossip.jpg,5.9,2000
1341,Highlander Endgame,Action Adventure Fantasy,HighlanderEndgame.jpg,4.6,2000
1342,Hollow Man,Horror,HollowMan.jpg,5.8,2000
1343,How the Grinch Stole Christmas,Children Comedy Fantasy,HowtheGrinchStoleChristmas.jpg,6.2,2000
1344,In the Mood For Love,Drama Romance,IntheMoodForLove.jpg,8.1,2000
1345,Keeping the Faith,Comedy,KeepingtheFaith.jpg,6.3,2000
1346,Little Nicky,Comedy,LittleNicky.jpg,5.3,2000
1347,Loser,Comedy,Loser.jpg,5.3,2000
1348,Meet the Parents,Comedy,MeettheParents.jpg,7,2000
1349,Memento,Mystery Thriller,Memento.jpg,8.4,2000
1350,MeMyself & Irene,Adventure Comedy,MeMyself&Irene.jpg,6.6,2000
1351,Men of Honor,Drama,MenofHonor.jpg,7.2,2000
1352,Miss Congeniality,Comedy Crime,MissCongeniality.jpg,6.2,2000
1353,Mission Impossible II,Action Thriller,MissionImpossibleII.jpg,6.1,2000
1354,Mission to Mars,Sci-Fi,MissiontoMars.jpg,5.7,2000
1355,My Dog Skip,Children Drama,MyDogSkip.jpg,7,2000
1356,Next Friday,Comedy,NextFriday.jpg,6.2,2000
1357,Nine Queens,Crime Thriller,NineQueens.jpg,7.9,2000
1358,Nurse Betty,Comedy Crime Romance Thriller,NurseBetty.jpg,6.1,2000
1359,Nutty Professor II The Klumps,Comedy,NuttyProfessorIITheKlumps.jpg,4.4,2000
1360,O BrotherWhere Art Thou? ,Adventure Comedy Crime,OBrotherWhereArtThou.jpg,7.7,2000
1361,Pay It Forward,Drama,PayItForward.jpg,7.2,2000
1362,Pitch Black,Horror,PitchBlack.jpg,7.1,2000
1363,Pollock,Drama,Pollock.jpg,7,2000
1364,Proof of Life,Drama,ProofofLife.jpg,6.2,2000
1365,Quills,Drama Romance,Quills.jpg,7.3,2000
1366,Ready to Rumble,Comedy,ReadytoRumble.jpg,5.4,2000
1367,Reindeer Games,Action Thriller,ReindeerGames.jpg,5.8,2000
1368,Remember the Titans,Drama,RemembertheTitans.jpg,7.8,2000
1369,Requiem for a Dream,Drama,RequiemforaDream.jpg,8.3,2000
1370,Return to Me,Drama Romance,ReturntoMe.jpg,6.9,2000
1371,Road Trip,Comedy,RoadTrip.jpg,6.4,2000
1372,Romeo Must Die,Action Crime Romance Thriller,RomeoMustDie.jpg,6.1,2000
1373,Rules of Engagement,Comedy,RulesofEngagement.jpg,7.1,2000
1374,Scream 3,Horror,Scream3.jpg,5.1,2000
1375,Sexy Beast,Crime Thriller,SexyBeast.jpg,7.1,2000
1376,Shadow of the Vampire,Drama Horror,ShadowoftheVampire.jpg,6.6,2000
1377,Shaft,Action,Shaft.jpg,5.5,2000
1378,Shanghai Noon,Action Western,ShanghaiNoon.jpg,6.2,2000
1379,Small Time Crooks,Comedy Crime,SmallTimeCrooks.jpg,6.4,2000
1380,Snatch,Comedy Crime,Snatch.jpg,8.2,2000
1381,Snow Day,Adventure Comedy Family,SnowDay.jpg,4.4,2000
1382,Space Cowboys,Action,SpaceCowboys.jpg,6,2000
1383,The 6th Day,Action Mystery Sci-Fi Thriller,The6thDay.jpg,5.5,2000
1384,The Contender,Drama Thriller,TheContender.jpg,6.6,2000
1385,The Dish,Comedy,DishThe.jpg,7.1,2000
1386,The Emperor's New Groove,Animation Fantasy,TheEmperor'sNewGroove.jpg,7.1,2000
1387,The Family Man,Comedy Fantasy Romance,TheFamilyMan.jpg,6.4,2000
1388,The Flintstones in Viva Rock Vegas,Comedy Family Romance Sci-Fi,TheFlintstonesinVivaRockVegas.jpg,2.8,2000
1389,The Kid,Comedy Family Fantasy,TheKid.jpg,5.7,2000
1390,The Ladies Man,Comedy,TheLadiesMan.jpg,4.6,2000
1391,The Legend of Bagger Vance,Drama Fantasy Sport,TheLegendofBaggerVance.jpg,6.4,2000
1392,The Patriot,War,ThePatriot.jpg,6.9,2000
1393,The Perfect Storm,Action,ThePerfectStorm.jpg,6,2000
1394,The Replacements,Comedy Sport,TheReplacements.jpg,6.2,2000
1395,The Road,Adventure Drama Thriller,RoadThe.jpg,6.4,2000
1396,The Road to El Dorado,Animation,TheRoadtoElDorado.jpg,6.6,2000
1397,The Skulls,Action Thriller,TheSkulls.jpg,5.1,2000
1398,The Way of the Gun,Action Thriller,TheWayoftheGun.jpg,6.4,2000
1399,The Whole Nine Yards,Comedy Crime,TheWholeNineYards.jpg,6.4,2000
1400,The Yards,Crime Drama,TheYards.jpg,6.4,2000
1401,Thirteen Days,War,ThirteenDays.jpg,7.1,2000
1402,Titan A.E.,Animation,TitanA.E..jpg,6.2,2000
1403,Traffic,Crime,Traffic.jpg,7.3,2000
1404,Unbreakable,Drama Mystery Sci-Fi Thriller,Unbreakable.jpg,6.9,2000
1405,Vertical Limit,Action,VerticalLimit.jpg,5.5,2000
1406,What Lies Beneath,Drama Fantasy Horror Mystery Thriller,WhatLiesBeneath.jpg,6.2,2000
1407,What Women Want,Comedy Fantasy Romance,WhatWomenWant.jpg,6,2000
1408,Where the Heart Is,Comedy,WheretheHeartIs.jpg,6.4,2000
1409,Wonder Boys,Comedy,WonderBoys.jpg,7.1,2000
1410,X-Men,Sci-Fi,X-Men.jpg,7.1,2000
1411,You Can Count on Me,Drama,YouCanCountonMe.jpg,7.5,2000
1412,10 Things I Hate About You,Comedy,10ThingsIHateAboutYou.jpg,7.3,1999
1413,200 Cigarettes,Comedy,200Cigarettes.jpg,6,1999
1414,8MM,Drama Mystery Thriller,8MM.jpg,6.5,1999
1415,All About My Mother,Drama,AllAboutMyMother.jpg,7.8,1999
1416,American Beauty,Drama Romance,AmericanBeauty.jpg,8.3,1999
1417,American Movie,Documentary,AmericanMovie.jpg,7.9,1999
1418,American Pie,Comedy,AmericanPie.jpg,7,1999
1419,An Ideal Husband,Comedy,IdealHusbandAn.jpg,6.8,1999
1420,Analyze This,Comedy,AnalyzeThis.jpg,6.7,1999
1421,Anna and the King,Drama Romance,AnnaandtheKing.jpg,6.7,1999
1422,Any Given Sunday,Drama,AnyGivenSunday.jpg,6.9,1999
1423,Arlington Road,Thriller,ArlingtonRoad.jpg,7.2,1999
1424,At First Sight,Drama,AtFirstSight.jpg,6,1999
1425,Audition,Drama Horror Mystery Romance Thriller,Audition.jpg,7.2,1999
1426,Austin Powers The Spy Who Shagged Me,Action Comedy,AustinPowersTheSpyWhoShaggedMe.jpg,6.6,1999
1427,Being John Malkovich,Comedy Fantasy,BeingJohnMalkovich.jpg,7.7,1999
1428,Beyond the Mat,Documentary,BeyondtheMat.jpg,7.6,1999
1429,Bicentennial Man,Drama Romance Sci-Fi,BicentennialMan.jpg,6.9,1999
1430,Big Daddy,Comedy,BigDaddy.jpg,6.4,1999
1431,Blast from the Past,Comedy,BlastfromthePast.jpg,6.6,1999
1432,Blue Streak,Comedy,BlueStreak.jpg,6.3,1999
1433,Bowfinger,Comedy,Bowfinger.jpg,6.4,1999
1434,Boys Don't Cry,Drama,BoysDon'tCry.jpg,7.5,1999
1435,Bringing Out the Dead,Drama,BringingOuttheDead.jpg,6.8,1999
1436,Cookie's Fortune,Comedy,Cookie'sFortune.jpg,6.8,1999
1437,Cruel Intentions,Drama,CruelIntentions.jpg,6.8,1999
1438,Deep Blue Sea,Sci-Fi Thriller,DeepBlueSea.jpg,5.9,1999
1439,Detroit Rock City,Comedy,DetroitRockCity.jpg,6.9,1999
1440,Deuce Bigalow Male Gigolo,Comedy,DeuceBigalowMaleGigolo.jpg,5.7,1999
1441,Dogma,Adventure Comedy Fantasy,Dogma.jpg,7.3,1999
1442,Double Jeopardy,Action Crime,DoubleJeopardy.jpg,6.5,1999
1443,Drive Me Crazy,Comedy,DriveMeCrazy.jpg,5.8,1999
1444,Drop Dead Gorgeous,Comedy,DropDeadGorgeous.jpg,6.6,1999
1445,East is East,Comedy,EastisEast.jpg,6.9,1999
1446,Edtv,Comedy,Edtv.jpg,6.1,1999
1447,Election,Comedy,Election.jpg,7.2,1999
1448,End of Days,Action Fantasy Horror Mystery Thriller,EndofDays.jpg,5.8,1999
1449,Entrapment,Crime Thriller,Entrapment.jpg,6.3,1999
